Order Date,Region ,Total Revenue,unitsSold,Discount %
2024-05-04,APAC,37491.65,837,4.4
2024-03-04,APAC,42689.58,907,1.9
2024-04-23,EMEA,53387.41,1391,8.5
2025-09-26,APAC,,1816,6.0
2024-05-24,LATAM,22687.31,549,8.5
2025-01-04,North America,94665.48,2120,9.3
2024-07-25,EMEA,55793.06,1352,16.3
2024-11-07,LATAM,,414,0.8
2025-02-20,North America,132901.48,3282,6.6
2024-12-25,APAC,60499.74,1507,3.3
2025-11-10,North America,159294.68,4160,3.9
2024-06-07,North America,93779.07,2243,0.4
2025-08-11,EMEA,69901.59,1701,1.7
2024-06-17,North America,100562.46,2628,2.6
2024-04-11,North America,95950.34,2206,3.5
2025-05-29,North America,127584.06,3343,9.9
2025-09-18,LATAM,26319.68,588,1.8
2025-05-25,North America,123105.43,2432,7.7
2025-06-04,APAC,73090.66,1478,3.3
2024-05-18,North America,75604.52,1740,4.3
2024-07-16,APAC,42364.69,1074,5.5
2025-11-04,EMEA,76446.7,1678,2.0
2024-09-20,LATAM,19689.27,407,6.1
2025-10-05,North America,125399.81,2685,16.5
2024-08-02,APAC,44398.67,888,7.4
2025-01-11,LATAM,20437.84,505,1.1
2024-05-19,EMEA,43050.17,925,2.8
2025-05-04,EMEA,58136.25,1166,10.0
2024-07-01,North America,89364.25,2321,2.7
2024-06-02,APAC,40565.73,862,15.1
2024-07-28,APAC,34390.58,812,9.4
2024-01-21,LATAM,14027.63,298,3.1
2025-03-12,APAC,70171.69,1813,6.6
2024-12-05,LATAM,23150.77,502,2.0
2024-03-22,North America,94317.31,1881,5.0
2024-08-02,EMEA,53260.74,1399,5.7
2025-04-26,APAC,64631.97,1555,1.0
2025-12-18,APAC,90175.79,2121,7.8
2024-11-10,EMEA,36210.36,755,10.5
2025-12-25,APAC,85952.55,1884,4.2
2025-02-20,EMEA,70222.1,1726,2.1
2024-10-25,North America,93820.28,1836,6.8
2025-09-16,APAC,74748.2,1457,3.6
2025-10-01,APAC,75716.14,1477,12.1
2024-05-16,EMEA,59371.4,1560,2.5
2024-01-16,North America,79736.12,1643,3.5
2024-01-13,APAC,25107.17,600,5.8
2025-01-26,North America,106438.16,2220,1.5
2024-03-03,North America,69707.91,1442,1.8
2024-02-05,EMEA,46549.15,933,8.9
2024-01-26,EMEA,53127.91,1354,9.6
2025-10-19,EMEA,60841.87,1248,5.2
2025-11-02,North America,126801.32,2523,7.8
2025-03-25,EMEA,73287.5,1484,5.2
2025-11-01,North America,128875.5,2493,2.8
2025-06-11,North America,150852.93,3495,8.9
2024-06-06,LATAM,22966.2,498,5.5
2024-01-21,North America,61943.74,1283,5.7
2025-06-23,North America,143644.97,3657,6.2
2025-12-29,LATAM,28623.42,618,6.4
2025-12-19,North America,159025.87,4067,10.1
2024-08-16,LATAM,18535.46,450,9.2
2024-11-17,North America,76006.74,1694,4.3
2024-09-01,LATAM,13726.2,331,4.4
2024-09-01,EMEA,37649.28,793,7.1
2025-11-20,APAC,,1727,3.1
2024-10-03,EMEA,51081.24,1129,2.8
2024-09-05,LATAM,21631.59,480,7.2
2025-11-27,APAC,81402.47,1823,4.2
2025-08-11,EMEA,69901.59,1701,1.7
2024-01-15,LATAM,20559.82,420,10.3
2024-08-27,North America,93245.32,2288,6.4
2025-04-30,APAC,77832.25,1578,7.5
2024-12-13,LATAM,21377.18,508,6.2
2025-02-05,LATAM,27088.95,554,6.4
2024-07-13,LATAM,17216.11,411,12.1
2024-07-03,LATAM,24272.07,526,3.0
2024-10-24,APAC,52702.05,1126,6.9
2025-12-20,APAC,80698.39,1841,10.0
2025-08-15,North America,136893.4,3113,6.9
2024-06-16,EMEA,44306.64,1125,11.8
2024-03-20,LATAM,24613.76,615,4.9
2024-07-15,North America,92284.25,1851,6.2
2024-01-25,EMEA,47364.91,999,2.4
2024-03-16,North America,66613.84,1325,3.3
2025-03-19,EMEA,76856.52,1760,7.0
2024-11-13,APAC,52191.18,1247,12.1
2024-05-30,EMEA,56893.7,1245,2.0
2025-07-19,LATAM,20904.1,544,11.2
2025-11-11,APAC,81568.08,1620,3.0
2024-01-24,North America,,1720,2.7
2024-03-13,LATAM,22782.49,454,5.4
2024-08-24,LATAM,15994.68,398,4.1
2024-11-12,North America,113179.92,2905,2.6
2024-02-19,North America,87596.33,1696,4.4
2024-06-18,North America,89645.13,1933,3.3
2024-05-13,North America,96988.29,2125,5.6
2025-05-05,APAC,77210.09,1944,3.0
2024-05-27,LATAM,25025.95,500,5.6
2025-04-11,North America,145353.39,3313,8.7
2024-04-10,EMEA,59445.89,1364,5.6
2024-11-14,North America,98117.06,2382,6.2
2024-06-14,APAC,48649.39,1086,15.5
2024-09-07,LATAM,13892.11,302,3.3
2024-12-10,LATAM,23983.78,495,8.5
2025-06-24,North America,139429.08,2967,0.8
2024-10-23,APAC,46639.97,954,2.1
2025-04-03,LATAM,28538.48,556,4.9
2025-10-09,North America,141755.63,3258,9.7
2024-02-05,North America,79778.84,1732,4.8
2024-01-20,North America,68010.65,1410,7.1
2024-08-19,North America,89810.15,2351,7.1
2025-05-05,LATAM,27878.9,549,9.0
2024-04-07,LATAM,17220.82,418,5.3
2024-06-17,EMEA,53094.67,1045,5.6
2024-03-14,EMEA,58391.04,1283,7.1
2025-05-13,LATAM,,601,4.5
2025-02-25,APAC,68011.02,1377,7.0
2025-12-05,APAC,84641.04,2017,4.6
2025-02-11,North America,132282.11,2671,9.2
2025-01-10,LATAM,26842.29,537,2.3
2024-09-18,North America,97883.36,2228,7.8
2025-08-14,APAC,74774.78,1679,5.2
2024-02-07,APAC,36392.75,859,3.1
2024-04-19,LATAM,25667.47,584,7.9
2025-03-19,APAC,72987.64,1569,2.7
2024-12-28,North America,96228.89,2186,4.5
2025-10-15,North America,141977.05,3020,4.6
2024-08-26,LATAM,18460.99,443,2.8
2024-10-03,APAC,47984.52,1236,4.2
2025-02-27,LATAM,29887.87,742,1.6
2024-02-11,APAC,,681,6.8
2025-01-06,LATAM,24459.66,604,4.1
2024-06-18,APAC,46667.92,1053,7.1
2025-10-02,APAC,71946.62,1840,2.6
2024-11-18,LATAM,21668.47,460,7.0
2024-09-23,EMEA,45946.0,1060,7.2
2024-10-29,North America,93212.46,1881,12.5
2025-01-02,APAC,62805.71,1445,8.8
2025-01-27,LATAM,27388.19,542,2.1
2025-01-17,APAC,61703.15,1567,11.3
2025-10-07,APAC,75856.0,1992,5.1
2025-02-20,LATAM,26573.27,559,8.5
2024-01-22,LATAM,21073.05,417,12.1
2024-05-24,EMEA,55419.41,1246,10.6
2024-11-27,EMEA,58232.27,1256,3.7
2025-05-26,APAC,76492.35,1581,0.6
2024-09-04,EMEA,49192.56,959,15.0
2025-01-08,EMEA,62680.04,1447,2.7
2025-01-15,EMEA,64456.9,1292,3.4
2024-12-20,LATAM,23972.09,506,7.4
2024-11-16,EMEA,45352.43,972,9.8
2024-02-16,LATAM,23911.34,473,2.2
2025-09-28,EMEA,58034.55,1367,6.5
2024-05-05,APAC,40915.02,958,12.4
2025-08-23,North America,119681.54,2747,6.8
2025-09-07,LATAM,18044.44,372,8.3
2024-03-30,LATAM,18478.65,456,2.7
2025-04-28,North America,144542.5,3198,4.1
2025-03-06,EMEA,76544.5,1625,8.2
2024-10-06,North America,79216.49,1778,7.3
2024-07-10,EMEA,53987.92,1311,5.5
2025-03-06,LATAM,29692.25,589,5.9
2025-03-20,North America,142400.53,3581,7.3
2025-03-11,EMEA,68105.6,1534,6.8
2025-05-24,LATAM,22766.94,461,5.8
2024-08-16,APAC,46545.39,993,9.7
2025-04-25,APAC,77517.86,1947,3.0
2025-07-03,North America,139634.6,3656,10.1
2025-03-13,APAC,68781.64,1648,2.1
2025-03-31,North America,147458.06,3218,3.6
2024-10-12,North America,80738.66,1772,4.0
2024-02-09,LATAM,22819.74,486,2.9
2025-11-18,EMEA,76964.73,1938,6.3
2024-04-13,APAC,34140.1,858,7.2
2025-09-30,EMEA,73054.75,1696,7.7
2025-07-23,EMEA,68878.47,1640,7.0
2024-07-21,North America,73643.06,1861,7.0
2025-11-07,North America,143377.29,2923,11.9
2025-03-14,North America,145172.22,2810,2.5
2025-09-21,North America,129142.5,2565,2.4
2025-06-17,EMEA,72324.3,1455,2.1
2024-01-05,EMEA,46296.88,939,2.6
2024-12-26,APAC,60977.57,1465,2.9
2025-07-04,LATAM,29526.87,749,10.3
2024-07-15,EMEA,57120.45,1483,12.1
2024-10-15,LATAM,21425.4,475,5.6
2024-12-06,APAC,55304.01,1118,4.0
2025-05-10,EMEA,64605.01,1517,7.5
2024-07-24,North America,94015.12,2444,4.4
2024-09-05,North America,89846.41,1896,4.9
2024-08-23,LATAM,22184.27,479,11.6
2025-09-05,APAC,77304.75,1534,2.6
2025-07-24,North America,141481.43,3177,4.0
2024-12-17,APAC,57716.73,1406,5.3
2024-07-12,APAC,49290.73,994,8.2
2025-01-30,EMEA,66402.21,1729,6.0
2024-06-24,LATAM,22329.35,517,6.5
2024-08-31,APAC,34322.37,777,4.6
2024-05-27,EMEA,57377.59,1108,14.2
2024-03-07,North America,85185.53,1694,1.6
2024-10-15,APAC,47821.04,1163,5.3
2025-09-15,EMEA,66756.93,1400,8.0
2024-04-03,LATAM,23953.68,534,10.5
2025-07-20,APAC,67907.66,1614,5.6
2024-10-05,North America,76392.27,1494,1.8
2024-02-26,APAC,41307.99,888,5.1
2024-06-28,North America,94791.39,1898,0.5
2024-06-09,APAC,39787.55,828,0.9
2024-06-13,North America,91853.45,2032,5.6
2024-01-12,APAC,34537.05,697,9.1
2025-08-19,LATAM,24622.29,562,4.9
2025-09-22,North America,145922.99,3276,11.1
2024-04-16,EMEA,58061.68,1452,2.9
2024-12-16,EMEA,53338.83,1088,0.4
2024-03-26,APAC,44511.81,986,9.5
2025-10-12,EMEA,53354.46,1081,12.0
2025-01-24,EMEA,64394.7,1664,7.8
2024-01-11,APAC,33107.05,784,13.6
2025-01-21,North America,125533.84,2661,6.8
2025-07-08,EMEA,69364.07,1362,1.4
2024-10-26,EMEA,38693.87,999,5.8
2024-06-19,EMEA,49285.43,1105,6.8
2025-06-29,North America,126333.95,2891,6.2
2024-06-10,LATAM,23020.63,508,6.9
2025-02-19,EMEA,74694.36,1439,11.5
2024-01-02,LATAM,17505.45,380,4.5
2024-02-03,North America,65445.24,1426,8.6
2025-03-04,EMEA,70678.79,1737,9.5
2024-07-05,EMEA,56798.12,1245,3.5
2025-01-12,APAC,53001.61,1368,7.7
2025-03-28,APAC,73605.94,1578,1.0
2024-05-04,LATAM,18128.25,471,5.2
2025-03-03,APAC,70887.95,1700,11.3
2025-09-22,EMEA,67615.87,1652,14.6
2024-08-07,North America,81970.88,2015,6.4
2024-06-11,EMEA,55638.14,1072,13.2
2025-02-17,EMEA,72111.43,1627,7.8
2024-12-08,North America,87855.46,2294,5.8
2025-11-12,APAC,81424.89,1688,4.7
2025-11-15,APAC,71624.07,1460,4.0
2025-07-09,APAC,75998.14,1996,2.7
2024-10-26,North America,70512.94,1547,2.8
2024-05-25,North America,77275.58,1888,9.6
2024-03-27,North America,89440.91,2042,3.2
2024-04-01,North America,93021.85,1828,5.2
2024-03-03,LATAM,19671.48,414,3.1
2024-05-21,North America,103704.37,2033,4.1
2024-09-02,EMEA,49047.14,1095,8.9
2024-08-17,EMEA,41392.07,914,5.1
2024-06-24,North America,102942.59,2024,3.7
2025-08-17,APAC,65622.33,1634,3.1
2024-06-14,North America,98041.57,2156,4.3
2024-02-12,LATAM,24203.38,534,8.0
2025-10-18,LATAM,19673.89,397,2.7
2024-10-18,APAC,48135.7,937,5.5
2025-11-26,LATAM,28781.85,592,6.3
2025-11-22,APAC,73016.81,1575,6.8
2024-03-01,North America,95474.13,2181,7.5
2024-02-14,LATAM,21563.84,560,5.2
2025-03-24,APAC,73703.52,1854,1.2
2025-08-19,North America,140508.72,3528,2.5
2024-04-25,LATAM,23793.55,476,12.1
2025-12-31,APAC,85319.0,2006,5.1
2024-07-08,APAC,47495.32,1019,5.6
2025-11-29,EMEA,64377.15,1325,2.3
2024-10-24,LATAM,21903.55,485,7.9
2024-06-08,North America,73922.25,1928,7.1
2025-03-25,LATAM,28626.38,578,3.4
2024-09-12,APAC,49076.74,1143,4.7
2025-01-21,LATAM,24557.95,478,11.0
2024-06-12,North America,102414.26,2332,4.2
2025-02-24,North America,140800.61,3034,2.7
2025-12-16,North America,161166.86,3873,2.0
2024-02-27,EMEA,55764.0,1136,4.2
2025-06-01,APAC,,1533,5.0
2025-04-05,APAC,65315.2,1294,4.4
2024-11-22,North America,101867.42,2496,4.9
2024-05-17,LATAM,23724.67,499,1.8
2024-08-05,LATAM,19217.54,383,13.0
2024-04-08,LATAM,24598.41,612,7.3
2024-04-02,EMEA,50763.0,1100,5.4
2025-05-18,North America,122264.35,2787,2.2
2024-07-11,LATAM,21023.9,521,4.4
2024-10-09,North America,100475.26,2180,0.8
2024-08-26,APAC,45036.66,1142,8.5
2024-08-04,North America,69519.27,1400,11.1
2024-11-27,APAC,55635.8,1287,5.5
2025-01-13,North America,130966.41,3410,1.6
2024-07-09,EMEA,51155.46,1069,14.0
2025-09-17,APAC,70726.74,1421,2.4
2024-03-10,APAC,32166.64,621,5.6
2025-06-18,APAC,70850.07,1825,3.2
2025-05-04,LATAM,23233.33,610,4.1
2025-05-07,APAC,67644.79,1559,6.5
2025-12-24,EMEA,77795.63,1556,6.2
2025-10-11,APAC,70860.43,1711,0.9
2024-03-29,LATAM,23139.0,556,1.9
2025-11-07,EMEA,76734.66,1776,3.0
2024-04-15,EMEA,59251.61,1494,2.8
2025-12-19,LATAM,27569.25,610,11.5
2025-05-16,APAC,74933.47,1480,6.7
2024-06-20,North America,91932.72,1824,11.9
2024-04-18,LATAM,25817.45,548,6.0
2025-12-02,North America,161487.75,3271,3.0
2024-10-04,LATAM,20596.19,430,4.0
2024-02-13,North America,,2147,5.7
2025-05-16,North America,143047.05,3092,1.4
2024-05-07,North America,92419.89,1964,6.7
2025-11-28,North America,152253.19,2969,10.1
2025-07-21,APAC,76321.15,1875,3.2
2025-10-27,APAC,75759.58,1704,0.6
2024-09-15,North America,62170.3,1460,6.2
2025-05-12,EMEA,77790.14,1641,0.5
2025-12-13,LATAM,21803.27,570,17.4
2024-05-25,APAC,41316.14,1040,6.8
2025-11-04,APAC,80298.01,1759,6.7
2025-06-11,APAC,79192.32,1912,4.5
2024-03-05,EMEA,48403.76,938,1.2
2025-04-05,LATAM,25590.49,651,3.0
2024-12-18,APAC,56004.01,1282,7.0
2024-10-01,EMEA,53035.19,1048,7.9
2025-12-26,EMEA,81556.91,2067,2.9
2024-08-05,APAC,46123.93,917,4.6
2025-02-07,LATAM,24968.62,550,4.9
2025-02-22,North America,120109.08,2935,3.2
2024-01-09,LATAM,19115.05,393,5.0
2025-04-13,LATAM,22650.75,452,10.2
2025-09-24,North America,145231.74,3430,10.9
2025-02-14,EMEA,71892.01,1566,2.9
2024-04-09,North America,97748.17,2004,4.9
2024-06-30,North America,80075.28,1997,9.2
2025-01-07,LATAM,24424.39,498,5.1
2025-09-22,APAC,75791.55,1789,7.0
2025-01-25,EMEA,54964.65,1301,8.5
2024-03-16,LATAM,16413.39,406,7.0
2025-12-27,APAC,75717.73,1641,11.3
2025-10-04,North America,122446.36,2677,10.1
2024-07-31,LATAM,22096.4,531,8.2
2025-12-23,EMEA,77119.43,1797,5.4
2024-09-18,EMEA,55805.55,1214,12.4
2024-06-16,North America,82589.8,2037,1.2
2024-02-20,LATAM,22623.54,441,6.1
2025-12-02,APAC,80028.19,2023,1.7
2025-12-19,EMEA,74924.48,1785,5.7
2024-09-04,LATAM,,440,4.8
2025-08-28,APAC,73654.5,1498,12.5
2024-08-01,LATAM,20351.89,495,6.5
2025-10-10,LATAM,24452.29,510,1.9
2024-07-23,North America,91134.82,1884,6.1
2025-02-24,EMEA,70072.52,1365,9.7
2024-01-05,LATAM,21231.71,503,0.6
2024-01-10,EMEA,45398.91,898,8.4
2025-04-20,APAC,64812.2,1315,6.2
2025-01-23,North America,120483.12,3014,4.2
2025-11-29,LATAM,20924.81,486,6.1
2025-06-18,EMEA,72613.31,1584,1.1
2025-07-02,EMEA,67703.42,1676,1.0
2024-05-02,APAC,42837.49,1064,2.7
2024-10-25,EMEA,52370.29,1083,7.3
2025-12-09,APAC,84656.56,1646,1.0
2025-10-16,North America,140901.22,2803,11.6
2025-07-18,LATAM,26551.04,520,6.6
2025-09-27,LATAM,19470.01,512,7.6
2024-08-01,APAC,46373.2,934,6.7
2025-10-22,North America,143889.98,3630,3.4
2024-03-29,EMEA,54960.42,1076,0.8
2024-06-30,APAC,39638.54,877,2.3
2024-04-07,EMEA,47972.47,930,3.7
2025-09-29,APAC,75939.52,1525,7.3
2024-07-22,LATAM,22439.12,481,2.9
2025-05-24,EMEA,62351.92,1349,2.3
2024-03-07,LATAM,22782.23,554,7.2
2025-12-04,EMEA,73043.27,1575,0.7
2025-05-22,APAC,77827.05,1603,1.9
2025-08-24,LATAM,21527.44,562,4.1
2024-11-10,North America,82299.99,2090,5.9
2024-02-14,APAC,40276.73,780,6.5
2024-07-27,North America,64885.55,1266,7.4
2025-11-29,North America,139444.95,3266,4.0
2024-12-12,APAC,54000.33,1046,5.3
2025-03-25,APAC,70728.76,1837,3.3
2025-12-11,LATAM,30209.01,600,4.7
2025-08-30,EMEA,53087.87,1056,7.3
2025-10-20,LATAM,26007.92,622,7.7
2024-11-29,LATAM,24272.41,531,0.9
2024-12-12,LATAM,23892.12,539,15.7
2024-12-05,North America,112650.11,2189,6.0
2024-08-07,LATAM,19429.38,396,3.2
2024-10-23,EMEA,47323.1,1025,9.8
2024-02-19,EMEA,53418.79,1064,16.1
2024-02-19,APAC,41111.68,1064,2.5
2024-08-12,EMEA,55888.88,1085,9.7
2024-11-08,APAC,50750.18,1132,10.4
2025-05-27,North America,147267.35,3000,1.7
2025-04-04,APAC,73295.09,1552,4.2
2024-04-29,North America,100386.09,2013,5.0
2024-11-19,APAC,49091.08,1266,11.3
2025-05-17,LATAM,24260.34,615,9.3
2025-05-09,North America,143605.91,3710,3.7
2025-07-16,EMEA,68188.78,1587,3.9
2025-04-22,LATAM,29287.12,592,7.9
2025-08-27,EMEA,71800.37,1589,6.1
2025-03-18,EMEA,74746.9,1523,7.3
2024-10-06,LATAM,13341.1,329,6.8
2024-05-16,APAC,47455.23,1108,6.1
2024-10-20,North America,70882.57,1859,5.1
2025-01-29,LATAM,23530.01,523,3.0
2025-09-14,LATAM,19066.15,398,12.5
2025-09-09,LATAM,26592.82,691,4.4
2025-06-28,LATAM,,467,8.4
2024-07-06,EMEA,44200.74,1061,7.1
2025-02-10,EMEA,68832.59,1345,0.7
2025-03-17,North America,,3256,8.8
2025-08-29,LATAM,25002.32,606,5.5
2024-09-05,EMEA,54688.84,1238,2.0
2025-04-06,EMEA,63690.82,1548,0.7
2025-11-01,EMEA,54723.64,1425,11.2
2025-05-25,LATAM,24060.91,536,4.5
2025-10-02,LATAM,23546.82,465,8.6
2025-05-10,APAC,69548.32,1732,5.9
2025-12-15,EMEA,75748.49,1728,7.5
2025-09-11,North America,140917.28,3146,3.8
2025-02-28,EMEA,71669.94,1382,6.2
2025-09-21,APAC,66990.79,1616,2.5
2025-05-31,LATAM,23268.78,467,18.8
2025-09-27,EMEA,51459.46,1110,7.7
2025-06-12,EMEA,73040.37,1431,2.6
2024-03-14,LATAM,21442.3,424,6.9
2024-10-30,APAC,49113.09,1197,7.0
2025-11-06,LATAM,24773.97,485,5.6
2024-12-30,LATAM,,602,11.0
2025-12-23,LATAM,25865.67,558,2.0
2024-02-06,APAC,40288.1,936,16.3
2025-09-01,EMEA,65968.19,1466,5.5
2025-04-30,EMEA,79016.51,1810,5.7
2024-01-17,APAC,33902.53,703,7.2
2024-12-20,North America,116330.47,2830,9.8
2025-10-29,APAC,75359.84,1683,13.6
2024-08-30,APAC,48299.23,999,5.7
2024-11-20,EMEA,55663.19,1133,16.4
2024-01-20,EMEA,40930.29,844,5.9
2024-11-05,LATAM,20448.67,406,4.1
2024-04-17,North America,90835.89,2019,9.5
2025-07-13,APAC,65486.38,1555,6.5
2025-09-05,LATAM,25838.12,599,1.1
2024-07-30,APAC,44547.11,1072,3.4
2025-09-01,North America,142746.05,3511,14.3
2025-09-12,APAC,75621.25,1881,5.1
2025-10-25,LATAM,19810.75,508,12.9
2024-11-24,APAC,45544.35,951,5.2
2024-05-30,APAC,46336.46,1213,4.7
2024-03-01,APAC,40782.39,956,3.6
2024-03-10,North America,69977.67,1766,14.1
2024-04-27,APAC,34946.19,867,6.5
2024-04-06,EMEA,48220.61,1178,3.0
2024-10-28,LATAM,19538.68,492,9.8
2025-04-19,EMEA,64368.52,1383,4.4
2024-11-22,APAC,53588.08,1044,7.2
2025-01-01,EMEA,69450.25,1474,1.4
2025-03-11,APAC,73012.44,1874,5.5
2024-09-16,APAC,45856.67,1145,3.8
2025-03-23,APAC,64122.81,1489,2.8
2024-12-27,LATAM,23120.56,450,6.4
2024-01-30,North America,85507.12,1766,3.3
2024-07-06,North America,74752.16,1452,8.9
2025-11-25,North America,169442.46,4312,2.7
2025-09-06,LATAM,22531.44,591,3.5
2025-01-27,EMEA,70162.82,1548,1.7
2024-11-03,APAC,40648.13,783,3.9
2025-05-21,EMEA,74576.19,1562,9.2
2025-03-10,EMEA,73575.23,1740,6.5
2025-05-18,LATAM,24407.74,633,9.8
2025-08-08,APAC,78109.47,2020,8.7
2025-01-04,APAC,54856.66,1065,1.3
2024-05-03,APAC,44503.98,1140,4.6
2025-06-22,APAC,62696.44,1511,4.9
2024-05-12,EMEA,48670.26,1263,4.4
2024-05-06,APAC,42862.09,875,5.6
2024-11-01,LATAM,19918.26,438,6.9
2024-02-01,EMEA,48121.92,1006,9.7
2025-12-08,APAC,84894.96,1897,3.7
2025-10-06,North America,142592.52,3057,11.2
2025-08-18,North America,137249.19,3036,3.6
2025-01-16,North America,127417.07,2493,1.2
2025-09-10,North America,141565.14,3428,2.9
2024-09-12,EMEA,43219.35,871,2.2
2024-06-10,North America,98347.15,1937,14.9
2024-08-02,LATAM,20936.51,428,4.8
2024-02-21,EMEA,50544.65,1007,1.8
2024-05-24,North America,96740.7,2330,3.5
2024-07-26,North America,102080.97,2383,5.5
2025-09-19,LATAM,24167.53,533,3.4
2025-01-30,North America,121910.95,2598,2.1
2025-05-03,North America,127512.24,3343,1.3
2025-06-18,LATAM,28260.43,630,4.5
2025-10-22,LATAM,24367.36,611,10.9
2024-05-04,EMEA,41742.65,810,5.4
2024-09-16,LATAM,20162.59,442,2.8
2025-08-08,LATAM,25315.2,536,8.4
2025-11-17,LATAM,26791.26,551,8.8
2024-12-06,North America,,2490,1.4
2025-08-03,LATAM,19608.76,466,7.3
2025-03-18,LATAM,29454.82,720,5.6
2025-04-07,LATAM,26871.83,547,7.8
2025-03-09,EMEA,61903.32,1437,9.3
2025-11-05,EMEA,72834.39,1808,0.7
2024-08-03,LATAM,15392.53,338,3.7
2025-01-03,North America,118286.27,2547,10.5
2024-11-17,LATAM,17735.55,419,2.6
2024-06-03,LATAM,22312.18,445,2.8
2024-05-26,APAC,34581.79,756,12.6
2024-12-14,LATAM,19101.51,445,13.6
2025-01-17,LATAM,23604.64,558,1.5
